order_id,order_date,customer_id,product_id,product_name,quantity,unit_price,order_total,payment_method,shipping_country,shipping_city,status
ORD2025-00403,2025-03-04,CUST3558,SKU1002,Mechanical Keyboard,5,89.99,449.95,paypal,South Africa,Cape Town,Cancelled
ORD2025-00404,2025-03-17,CUST6687,SKU1002,Mechanical Keyboard,1,89.99,89.99,bank_transfer,France,Paris,Cancelled
ORD2025-00405,2025-01-26,CUST4498,SKU1015,LED Desk Lamp,3,45.25,135.75,apple_pay,South Africa,Cape Town,Shipped
ORD2025-00406,2025-02-03,CUST2980,SKU1013,Gaming Headset,5,79.99,399.95,apple_pay,Argentina,Buenos Aires,Cancelled
ORD2025-00407,2025-02-22,CUST8041,SKU1009,Bluetooth Speaker,1,58.75,58.75,credit_card,Brazil,São Paulo,Shipped
ORD2025-00408,2025-02-06,CUST9915,SKU1007,Webcam 1080p,4,49.49,197.96,credit_card,Brazil,São Paulo,Processing
ORD2025-00409,2025-04-26,CUST1968,SKU1004,Noise‑Cancelling Headphones,1,129.5,129.5,google_pay,United States,New York,Returned
ORD2025-00410,2025-03-09,CUST2118,SKU1004,Noise‑Cancelling Headphones,5,129.5,647.5,paypal,United Kingdom,London,Returned
ORD2025-00411,2025-05-02,CUST3157,SKU1010,Ergonomic Chair,6,199.99,1199.94,bank_transfer,Australia,Sydney,Cancelled
ORD2025-00412,2025-02-23,CUST3184,SKU1004,Noise‑Cancelling Headphones,3,129.5,388.5,paypal,Spain,Barcelona,Returned
ORD2025-00413,2025-03-18,CUST3255,SKU1001,Wireless Mouse,2,25.99,51.98,credit_card,Netherlands,Eindhoven,Shipped
ORD2025-00414,2025-02-08,CUST2331,SKU1002,Mechanical Keyboard,1,89.99,89.99,google_pay,India,Bangalore,Shipped
ORD2025-00415,2025-05-09,CUST2548,SKU1007,Webcam 1080p,2,49.49,98.98,bank_transfer,Brazil,São Paulo,Shipped
ORD2025-00416,2025-05-18,CUST7857,SKU1012,USB‑C Charger 65W,6,34.9,209.4,credit_card,United States,New York,Processing
ORD2025-00417,2025-01-20,CUST7079,SKU1006,Portable SSD 1TB,6,119.99,719.94,google_pay,United Kingdom,London,Shipped
ORD2025-00418,2025-02-16,CUST7307,SKU1001,Wireless Mouse,5,25.99,129.95,apple_pay,Netherlands,Eindhoven,Returned
ORD2025-00419,2025-02-09,CUST8288,SKU1007,Webcam 1080p,3,49.49,148.47,apple_pay,Japan,Tokyo,Returned
ORD2025-00420,2025-01-04,CUST2623,SKU1009,Bluetooth Speaker,5,58.75,293.75,bank_transfer,Colombia,Medellín,Returned
ORD2025-00421,2025-03-03,CUST7199,SKU1005,27‑inch 4K Monitor,3,349.0,1047.0,paypal,Spain,Barcelona,Delivered
ORD2025-00422,2025-01-15,CUST4464,SKU1005,27‑inch 4K Monitor,6,349.0,2094.0,apple_pay,Germany,Berlin,Delivered
ORD2025-00423,2025-05-21,CUST8931,SKU1001,Wireless Mouse,6,25.99,155.94,credit_card,United States,New York,Returned
ORD2025-00424,2025-01-13,CUST2784,SKU1012,USB‑C Charger 65W,4,34.9,139.6,bank_transfer,France,Paris,Processing
ORD2025-00425,2025-02-05,CUST9509,SKU1002,Mechanical Keyboard,2,89.99,179.98,apple_pay,Argentina,Buenos Aires,Delivered
ORD2025-00426,2025-01-13,CUST5668,SKU1004,Noise‑Cancelling Headphones,4,129.5,518.0,paypal,Australia,Sydney,Delivered
ORD2025-00427,2025-04-23,CUST1130,SKU1011,Smartphone Stand,4,18.5,74.0,google_pay,Brazil,São Paulo,Shipped
ORD2025-00428,2025-01-17,CUST3304,SKU1007,Webcam 1080p,1,49.49,49.49,bank_transfer,Australia,Sydney,Shipped
ORD2025-00429,2025-03-11,CUST6773,SKU1002,Mechanical Keyboard,5,89.99,449.95,google_pay,Germany,Berlin,Cancelled
ORD2025-00430,2025-02-01,CUST5479,SKU1015,LED Desk Lamp,5,45.25,226.25,google_pay,Argentina,Buenos Aires,Shipped
ORD2025-00431,2025-02-08,CUST8748,SKU1007,Webcam 1080p,5,49.49,247.45,credit_card,United States,New York,Delivered
ORD2025-00432,2025-04-18,CUST7293,SKU1008,Laptop Stand Aluminum,4,32.9,131.6,bank_transfer,France,Paris,Cancelled
ORD2025-00433,2025-03-23,CUST7595,SKU1003,USB‑C Hub 7‑in‑1,5,39.95,199.75,paypal,Mexico,Mexico City,Shipped
ORD2025-00434,2025-01-07,CUST2017,SKU1001,Wireless Mouse,3,25.99,77.97,paypal,United States,New York,Cancelled
ORD2025-00435,2025-05-03,CUST6878,SKU1007,Webcam 1080p,3,49.49,148.47,apple_pay,Spain,Barcelona,Returned
ORD2025-00436,2025-05-17,CUST6029,SKU1001,Wireless Mouse,5,25.99,129.95,paypal,Argentina,Buenos Aires,Shipped
ORD2025-00437,2025-02-12,CUST3050,SKU1010,Ergonomic Chair,4,199.99,799.96,bank_transfer,South Africa,Cape Town,Processing
ORD2025-00438,2025-01-09,CUST3480,SKU1014,Graphic Tablet,3,269.0,807.0,bank_transfer,Spain,Barcelona,Delivered
ORD2025-00439,2025-01-23,CUST1226,SKU1012,USB‑C Charger 65W,2,34.9,69.8,bank_transfer,Colombia,Medellín,Returned
ORD2025-00440,2025-04-06,CUST8411,SKU1002,Mechanical Keyboard,5,89.99,449.95,bank_transfer,Spain,Barcelona,Cancelled
ORD2025-00441,2025-03-11,CUST9400,SKU1011,Smartphone Stand,5,18.5,92.5,credit_card,United States,New York,Delivered
ORD2025-00442,2025-02-20,CUST9112,SKU1001,Wireless Mouse,5,25.99,129.95,apple_pay,United States,New York,Delivered
ORD2025-00443,2025-01-18,CUST7703,SKU1003,USB‑C Hub 7‑in‑1,1,39.95,39.95,google_pay,France,Paris,Processing
ORD2025-00444,2025-02-02,CUST8323,SKU1013,Gaming Headset,3,79.99,239.97,google_pay,United States,New York,Delivered
ORD2025-00445,2025-04-28,CUST6103,SKU1008,Laptop Stand Aluminum,5,32.9,164.5,credit_card,Argentina,Buenos Aires,Processing
ORD2025-00446,2025-05-13,CUST3769,SKU1011,Smartphone Stand,6,18.5,111.0,credit_card,United States,New York,Shipped
ORD2025-00447,2025-04-03,CUST2412,SKU1005,27‑inch 4K Monitor,4,349.0,1396.0,paypal,Netherlands,Eindhoven,Cancelled
ORD2025-00448,2025-01-25,CUST2931,SKU1008,Laptop Stand Aluminum,3,32.9,98.7,credit_card,Spain,Barcelona,Shipped
ORD2025-00449,2025-04-24,CUST4308,SKU1003,USB‑C Hub 7‑in‑1,5,39.95,199.75,paypal,United Kingdom,London,Returned
ORD2025-00450,2025-01-26,CUST7264,SKU1001,Wireless Mouse,5,25.99,129.95,paypal,South Africa,Cape Town,Processing
ORD2025-00451,2025-03-08,CUST1608,SKU1002,Mechanical Keyboard,2,89.99,179.98,apple_pay,India,Bangalore,Shipped
ORD2025-00452,2025-02-26,CUST6021,SKU1009,Bluetooth Speaker,3,58.75,176.25,bank_transfer,Argentina,Buenos Aires,Delivered
ORD2025-00453,2025-01-02,CUST3643,SKU1015,LED Desk Lamp,5,45.25,226.25,bank_transfer,India,Bangalore,Delivered
ORD2025-00454,2025-02-27,CUST4434,SKU1005,27‑inch 4K Monitor,4,349.0,1396.0,credit_card,Brazil,São Paulo,Returned
ORD2025-00455,2025-03-21,CUST2078,SKU1011,Smartphone Stand,6,18.5,111.0,credit_card,Australia,Sydney,Delivered
ORD2025-00456,2025-03-06,CUST7345,SKU1012,USB‑C Charger 65W,6,34.9,209.4,credit_card,Canada,Toronto,Processing
ORD2025-00457,2025-03-14,CUST8101,SKU1012,USB‑C Charger 65W,1,34.9,34.9,paypal,India,Bangalore,Cancelled
ORD2025-00458,2025-02-16,CUST1452,SKU1015,LED Desk Lamp,1,45.25,45.25,credit_card,Brazil,São Paulo,Processing
ORD2025-00459,2025-03-11,CUST5384,SKU1001,Wireless Mouse,4,25.99,103.96,credit_card,Mexico,Mexico City,Cancelled
ORD2025-00460,2025-04-24,CUST7642,SKU1013,Gaming Headset,4,79.99,319.96,credit_card,Spain,Barcelona,Shipped
ORD2025-00461,2025-01-24,CUST7965,SKU1005,27‑inch 4K Monitor,2,349.0,698.0,bank_transfer,France,Paris,Delivered
ORD2025-00462,2025-03-02,CUST6318,SKU1006,Portable SSD 1TB,3,119.99,359.97,paypal,Spain,Barcelona,Delivered
ORD2025-00463,2025-02-05,CUST1731,SKU1002,Mechanical Keyboard,1,89.99,89.99,google_pay,Japan,Tokyo,Shipped
ORD2025-00464,2025-05-26,CUST1224,SKU1009,Bluetooth Speaker,6,58.75,352.5,credit_card,Spain,Barcelona,Processing
ORD2025-00465,2025-04-16,CUST3703,SKU1009,Bluetooth Speaker,4,58.75,235.0,credit_card,Brazil,São Paulo,Processing
ORD2025-00466,2025-02-26,CUST1344,SKU1015,LED Desk Lamp,1,45.25,45.25,google_pay,United States,New York,Shipped
ORD2025-00467,2025-03-03,CUST5326,SKU1007,Webcam 1080p,6,49.49,296.94,apple_pay,France,Paris,Cancelled
ORD2025-00468,2025-05-20,CUST4651,SKU1009,Bluetooth Speaker,4,58.75,235.0,google_pay,Spain,Barcelona,Cancelled
ORD2025-00469,2025-04-29,CUST8381,SKU1001,Wireless Mouse,2,25.99,51.98,google_pay,United Kingdom,London,Processing
ORD2025-00470,2025-03-10,CUST8439,SKU1013,Gaming Headset,1,79.99,79.99,bank_transfer,Germany,Berlin,Delivered
ORD2025-00471,2025-01-07,CUST1736,SKU1011,Smartphone Stand,2,18.5,37.0,credit_card,India,Bangalore,Shipped
ORD2025-00472,2025-01-27,CUST6294,SKU1006,Portable SSD 1TB,2,119.99,239.98,paypal,Brazil,São Paulo,Delivered
ORD2025-00473,2025-01-24,CUST9098,SKU1014,Graphic Tablet,2,269.0,538.0,google_pay,South Africa,Cape Town,Returned
ORD2025-00474,2025-01-28,CUST9014,SKU1003,USB‑C Hub 7‑in‑1,2,39.95,79.9,paypal,United States,New York,Shipped
ORD2025-00475,2025-02-18,CUST7678,SKU1010,Ergonomic Chair,4,199.99,799.96,bank_transfer,Australia,Sydney,Cancelled
ORD2025-00476,2025-01-23,CUST4142,SKU1010,Ergonomic Chair,5,199.99,999.95,google_pay,Colombia,Medellín,Delivered
ORD2025-00477,2025-05-07,CUST1988,SKU1006,Portable SSD 1TB,5,119.99,599.95,google_pay,South Africa,Cape Town,Shipped
ORD2025-00478,2025-03-15,CUST8620,SKU1015,LED Desk Lamp,3,45.25,135.75,paypal,United Kingdom,London,Returned
ORD2025-00479,2025-01-04,CUST8874,SKU1015,LED Desk Lamp,3,45.25,135.75,google_pay,South Africa,Cape Town,Delivered
ORD2025-00480,2025-03-14,CUST8530,SKU1008,Laptop Stand Aluminum,1,32.9,32.9,credit_card,Netherlands,Eindhoven,Returned
ORD2025-00481,2025-01-18,CUST4236,SKU1013,Gaming Headset,3,79.99,239.97,paypal,Japan,Tokyo,Delivered
ORD2025-00482,2025-04-15,CUST5844,SKU1003,USB‑C Hub 7‑in‑1,5,39.95,199.75,credit_card,France,Paris,Delivered
ORD2025-00483,2025-05-15,CUST6894,SKU1015,LED Desk Lamp,6,45.25,271.5,paypal,South Africa,Cape Town,Processing
ORD2025-00484,2025-03-27,CUST7777,SKU1005,27‑inch 4K Monitor,6,349.0,2094.0,google_pay,Argentina,Buenos Aires,Delivered
ORD2025-00485,2025-05-08,CUST2614,SKU1003,USB‑C Hub 7‑in‑1,6,39.95,239.7,apple_pay,Argentina,Buenos Aires,Shipped
ORD2025-00486,2025-02-05,CUST2048,SKU1006,Portable SSD 1TB,6,119.99,719.94,apple_pay,France,Paris,Shipped
ORD2025-00487,2025-02-17,CUST1701,SKU1007,Webcam 1080p,4,49.49,197.96,apple_pay,Canada,Toronto,Shipped
ORD2025-00488,2025-02-21,CUST4284,SKU1014,Graphic Tablet,3,269.0,807.0,apple_pay,United Kingdom,London,Shipped
ORD2025-00489,2025-01-21,CUST9245,SKU1002,Mechanical Keyboard,2,89.99,179.98,paypal,Spain,Barcelona,Processing
ORD2025-00490,2025-05-05,CUST3730,SKU1015,LED Desk Lamp,6,45.25,271.5,google_pay,Canada,Toronto,Returned
ORD2025-00491,2025-04-19,CUST5714,SKU1001,Wireless Mouse,6,25.99,155.94,bank_transfer,South Africa,Cape Town,Cancelled
ORD2025-00492,2025-01-12,CUST9189,SKU1004,Noise‑Cancelling Headphones,3,129.5,388.5,apple_pay,Germany,Berlin,Returned
ORD2025-00493,2025-05-23,CUST4281,SKU1008,Laptop Stand Aluminum,3,32.9,98.7,credit_card,United Kingdom,London,Cancelled
ORD2025-00494,2025-02-22,CUST8348,SKU1006,Portable SSD 1TB,2,119.99,239.98,apple_pay,Spain,Barcelona,Delivered
ORD2025-00495,2025-04-05,CUST3821,SKU1009,Bluetooth Speaker,3,58.75,176.25,google_pay,Canada,Toronto,Cancelled
ORD2025-00496,2025-03-16,CUST2691,SKU1013,Gaming Headset,6,79.99,479.94,apple_pay,France,Paris,Processing
ORD2025-00497,2025-02-16,CUST6065,SKU1001,Wireless Mouse,3,25.99,77.97,google_pay,India,Bangalore,Shipped
ORD2025-00498,2025-03-22,CUST9510,SKU1012,USB‑C Charger 65W,1,34.9,34.9,paypal,Colombia,Medellín,Shipped
ORD2025-00499,2025-02-17,CUST2041,SKU1002,Mechanical Keyboard,6,89.99,539.94,google_pay,Japan,Tokyo,Returned
ORD2025-00500,2025-02-23,CUST7693,SKU1003,USB‑C Hub 7‑in‑1,1,39.95,39.95,credit_card,Spain,Barcelona,Shipped
